id.exposure	id.outcome	outcome	exposure	method	nsnp	b	se	pval	fdrp
cisCRP	met-d-Omega_3_pct	Ratio of omega-3 fatty acids to total fatty acids || id:met-d-Omega_3_pct	cisCRP	Inverse variance weighted	4	0.006600894382659664	0.01656430617971992	0.6902608409728413	1
cisCRP	met-d-Omega_6	Omega-6 fatty acids || id:met-d-Omega_6	cisCRP	Inverse variance weighted	4	-0.025111509213185525	0.015329944879200908	0.10140727725474627	1
cisCRP	met-d-Omega_6_by_Omega_3	Ratio of omega-6 fatty acids to omega-3 fatty acids || id:met-d-Omega_6_by_Omega_3	cisCRP	Inverse variance weighted	4	-0.01687842688420223	0.0166156206909987	0.3097166273430054	1
cisCRP	met-d-Omega_6_pct	Ratio of omega-6 fatty acids to total fatty acids || id:met-d-Omega_6_pct	cisCRP	Inverse variance weighted	4	-0.045862582584155785	0.015281416519180838	0.0026891814531141375	0.8928082424338937
cisCRP	met-d-Phe	Phenylalanine || id:met-d-Phe	cisCRP	Inverse variance weighted	4	0.0025801743737049504	0.015714334480215038	0.8695796797779454	1
cisCRP	met-d-Phosphatidylc	Phosphatidylcholines || id:met-d-Phosphatidylc	cisCRP	Inverse variance weighted	4	-0.029861964506390767	0.01470654348044554	0.04230347668279348	1
cisCRP	met-d-Phosphoglyc	Phosphoglycerides || id:met-d-Phosphoglyc	cisCRP	Inverse variance weighted	4	-0.024561594554129478	0.01486834721738464	0.09854709745738871	1
cisCRP	met-d-PUFA	Polyunsaturated fatty acids || id:met-d-PUFA	cisCRP	Inverse variance weighted	4	-0.018814659919336674	0.015309202183501862	0.21908036717571908	1
cisCRP	met-d-PUFA_by_MUFA	Ratio of polyunsaturated fatty acids to monounsaturated fatty acids || id:met-d-PUFA_by_MUFA	cisCRP	Inverse variance weighted	4	-0.044367756924499666	0.01505274183365542	0.0032036849392427843	1
cisCRP	met-d-PUFA_pct	Ratio of polyunsaturated fatty acids to total fatty acids || id:met-d-PUFA_pct	cisCRP	Inverse variance weighted	4	-0.037147345448108875	0.01510925128376518	0.013948660425339808	1
cisCRP	met-d-Pyruvate	Pyruvate || id:met-d-Pyruvate	cisCRP	Inverse variance weighted	4	0.0016140938590172337	0.015735468677061326	0.918298864901683	1
cisCRP	met-d-Remnant_C	Remnant cholesterol (non-HDL, non-LDL -cholesterol) || id:met-d-Remnant_C	cisCRP	Inverse variance weighted	4	-0.03490172908143284	0.015594849486677713	0.025219148656977435	1
cisCRP	met-d-S_HDL_C	Cholesterol in small HDL || id:met-d-S_HDL_C	cisCRP	Inverse variance weighted	4	-0.010473901078210944	0.016016045677664143	0.513135651704903	1
cisCRP	met-d-S_HDL_C_pct	Cholesterol to total lipids ratio in small HDL || id:met-d-S_HDL_C_pct	cisCRP	Inverse variance weighted	4	-0.0352126502691508	0.015513582517517558	0.023220030982786594	1
cisCRP	met-d-S_HDL_CE	Cholesteryl esters in small HDL || id:met-d-S_HDL_CE	cisCRP	Inverse variance weighted	4	-0.009855135397527552	0.015728310665059666	0.5309308089619604	1
cisCRP	met-d-S_HDL_CE_pct	Cholesteryl esters to total lipids ratio in small HDL || id:met-d-S_HDL_CE_pct	cisCRP	Inverse variance weighted	4	-0.027658055305942193	0.015478465155408174	0.07395797719808715	1
cisCRP	met-d-S_HDL_FC	Free cholesterol in small HDL || id:met-d-S_HDL_FC	cisCRP	Inverse variance weighted	4	-0.01185909398246791	0.015525958471105265	0.4449723521732285	1
cisCRP	met-d-S_HDL_FC_pct	Free cholesterol to total lipids ratio in small HDL || id:met-d-S_HDL_FC_pct	cisCRP	Inverse variance weighted	4	-0.03440979174176637	0.014884253096483965	0.020787316812732798	1
cisCRP	met-d-S_HDL_L	Total lipids in small HDL || id:met-d-S_HDL_L	cisCRP	Inverse variance weighted	4	0.0017087237506526731	0.015644493380998523	0.9130263658650897	1
cisCRP	met-d-S_HDL_P	Concentration of small HDL particles || id:met-d-S_HDL_P	cisCRP	Inverse variance weighted	4	-0.007488692831315124	0.016496401028412135	0.6498582008843252	1
cisCRP	met-d-S_HDL_PL	Phospholipids in small HDL || id:met-d-S_HDL_PL	cisCRP	Inverse variance weighted	4	0.0027023516177555394	0.015560619253824846	0.8621279032123642	1
cisCRP	met-d-S_HDL_PL_pct	Phospholipids to total lipids ratio in small HDL || id:met-d-S_HDL_PL_pct	cisCRP	Inverse variance weighted	4	0.0050093681959602005	0.015172850430619025	0.7412840538831582	1
cisCRP	met-d-S_HDL_TG	Triglycerides in small HDL || id:met-d-S_HDL_TG	cisCRP	Inverse variance weighted	4	0.03864422666526236	0.015222152234197713	0.011127043489091215	1
cisCRP	met-d-S_HDL_TG_pct	Triglycerides to total lipids ratio in small HDL || id:met-d-S_HDL_TG_pct	cisCRP	Inverse variance weighted	4	0.04432473185096885	0.014933561783060583	0.0029961894489382006	0.985746328700668
cisCRP	met-d-S_LDL_C	Cholesterol in small LDL || id:met-d-S_LDL_C	cisCRP	Inverse variance weighted	4	-0.025015678820022248	0.015710717552409006	0.11132441402396573	1
cisCRP	met-d-S_LDL_C_pct	Cholesterol to total lipids ratio in small LDL || id:met-d-S_LDL_C_pct	cisCRP	Inverse variance weighted	4	-0.038172374526002584	0.016892299508804637	0.02383676857343909	1
cisCRP	met-d-S_LDL_CE	Cholesteryl esters in small LDL || id:met-d-S_LDL_CE	cisCRP	Inverse variance weighted	4	-0.019904599094742657	0.015703969162836	0.20498070088480042	1
cisCRP	met-d-S_LDL_CE_pct	Cholesteryl esters to total lipids ratio in small LDL || id:met-d-S_LDL_CE_pct	cisCRP	Inverse variance weighted	4	0.0019397406661008855	0.01567072133630169	0.9014885188532755	1
cisCRP	met-d-S_LDL_FC	Free cholesterol in small LDL || id:met-d-S_LDL_FC	cisCRP	Inverse variance weighted	4	-0.03543243490267881	0.015667170041293824	0.02372385241025286	1
cisCRP	met-d-S_LDL_FC_pct	Free cholesterol to total lipids ratio in small LDL || id:met-d-S_LDL_FC_pct	cisCRP	Inverse variance weighted	4	-0.05313435185215993	0.015212258531101924	4.7786962147952205e-4	0.18684702199849312
cisCRP	met-d-S_LDL_L	Total lipids in small LDL || id:met-d-S_LDL_L	cisCRP	Inverse variance weighted	4	-0.022689854711892637	0.015690633745964043	0.14815578228074353	1
cisCRP	met-d-S_LDL_P	Concentration of small LDL particles || id:met-d-S_LDL_P	cisCRP	Inverse variance weighted	4	-0.021530544025072307	0.015709996847479	0.1705310075330693	1
cisCRP	met-d-S_LDL_PL	Phospholipids in small LDL || id:met-d-S_LDL_PL	cisCRP	Inverse variance weighted	4	-0.02487705908675405	0.015653670648793458	0.1120117041382994	1
cisCRP	met-d-S_LDL_PL_pct	Phospholipids to total lipids ratio in small LDL || id:met-d-S_LDL_PL_pct	cisCRP	Inverse variance weighted	4	-0.0016846016858176333	0.015668342418180384	0.9143794209794158	1
cisCRP	met-d-S_LDL_TG	Triglycerides in small LDL || id:met-d-S_LDL_TG	cisCRP	Inverse variance weighted	4	0.03275737750986376	0.015312386805064644	0.03241355525845516	1
cisCRP	met-d-S_LDL_TG_pct	Triglycerides to total lipids ratio in small LDL || id:met-d-S_LDL_TG_pct	cisCRP	Inverse variance weighted	4	0.058279719830213975	0.015209340504023113	1.2718979116499302e-4	0.052402193959977125
cisCRP	met-d-S_VLDL_C	Cholesterol in small VLDL || id:met-d-S_VLDL_C	cisCRP	Inverse variance weighted	4	-0.012825542239428118	0.015692379934320693	0.41375117712930615	1
cisCRP	met-d-S_VLDL_C_pct	Cholesterol to total lipids ratio in small VLDL || id:met-d-S_VLDL_C_pct	cisCRP	Inverse variance weighted	4	-0.06017685215838605	0.015267029214836655	8.093258589648907e-5	0.034315416420111364
cisCRP	met-d-S_VLDL_CE	Cholesteryl esters in small VLDL || id:met-d-S_VLDL_CE	cisCRP	Inverse variance weighted	4	-0.00782672037116969	0.01567358994144777	0.6175277480886242	1
cisCRP	met-d-S_VLDL_CE_pct	Cholesteryl esters to total lipids ratio in small VLDL || id:met-d-S_VLDL_CE_pct	cisCRP	Inverse variance weighted	4	-0.047305468397674376	0.015482875509531821	0.002248045687278352	0.766583579361918
cisCRP	met-d-S_VLDL_FC	Free cholesterol in small VLDL || id:met-d-S_VLDL_FC	cisCRP	Inverse variance weighted	4	-0.02123634961660784	0.01569751787636361	0.17610431772017052	1
cisCRP	met-d-S_VLDL_FC_pct	Free cholesterol to total lipids ratio in small VLDL || id:met-d-S_VLDL_FC_pct	cisCRP	Inverse variance weighted	4	-0.06756681724245314	0.014985225422583114	6.516595901953308e-6	0.002945501347682895
cisCRP	met-d-S_VLDL_L	Total lipids in small VLDL || id:met-d-S_VLDL_L	cisCRP	Inverse variance weighted	4	0.008810314811597922	0.015539042002230791	0.5707282605161472	1
cisCRP	met-d-S_VLDL_P	Concentration of small VLDL particles || id:met-d-S_VLDL_P	cisCRP	Inverse variance weighted	4	0.012359303073661808	0.015493489214723185	0.425039106892375	1
cisCRP	met-d-S_VLDL_PL	Phospholipids in small VLDL || id:met-d-S_VLDL_PL	cisCRP	Inverse variance weighted	4	-0.007832104002916208	0.015663856482512332	0.6170671765352669	1
cisCRP	met-d-S_VLDL_PL_pct	Phospholipids to total lipids ratio in small VLDL || id:met-d-S_VLDL_PL_pct	cisCRP	Inverse variance weighted	4	-0.06466616535419396	0.01501557325765441	1.6577813379688188e-5	0.007310815700442491
cisCRP	met-d-S_VLDL_TG	Triglycerides in small VLDL || id:met-d-S_VLDL_TG	cisCRP	Inverse variance weighted	4	0.036203480535574414	0.015231985778002666	0.0174632533988608	1
cisCRP	met-d-S_VLDL_TG_pct	Triglycerides to total lipids ratio in small VLDL || id:met-d-S_VLDL_TG_pct	cisCRP	Inverse variance weighted	4	0.06275628558661824	0.015182446238189286	3.573167592500282e-5	0.015436083999601218
cisCRP	met-d-SFA	Saturated fatty acids || id:met-d-SFA	cisCRP	Inverse variance weighted	4	0.0014603909075564362	0.015557646654780554	0.9252127000193417	1
cisCRP	met-d-SFA_pct	Ratio of saturated fatty acids to total fatty acids || id:met-d-SFA_pct	cisCRP	Inverse variance weighted	4	7.974719613746652e-4	0.01549639479176547	0.9589575616663931	1
cisCRP	met-d-Sphingomyelins	Sphingomyelins || id:met-d-Sphingomyelins	cisCRP	Inverse variance weighted	4	-0.039831473060041	0.014673761797923476	0.006638209174825778	1
cisCRP	met-d-TG_by_PG	Ratio of triglycerides to phosphoglycerides || id:met-d-TG_by_PG	cisCRP	Inverse variance weighted	4	0.045723515382776074	0.014569183244866262	0.0016988917162791164	0.5912143172651325
cisCRP	met-d-Total_BCAA	Total concentration of branched-chain amino acids (leucine + isoleucine + valine) || id:met-d-Total_BCAA	cisCRP	Inverse variance weighted	4	0.03811883391703008	0.016159376564907044	0.018327725544597905	1
cisCRP	met-d-Total_C	Total cholesterol || id:met-d-Total_C	cisCRP	Inverse variance weighted	4	-0.044666603220900485	0.015193526084160103	0.0032837706169001725	1
cisCRP	met-d-Total_CE	Total esterified cholesterol || id:met-d-Total_CE	cisCRP	Inverse variance weighted	4	-0.04610065188110101	0.015139029495447168	0.0023256243892982925	0.7907122923614195
cisCRP	met-d-Total_FA	Total fatty acids || id:met-d-Total_FA	cisCRP	Inverse variance weighted	4	9.866239706496282e-4	0.015572207186071753	0.9494814277019236	1
cisCRP	met-d-Total_FC	Total free cholesterol || id:met-d-Total_FC	cisCRP	Inverse variance weighted	4	-0.04034258897172288	0.015332605649501318	0.008509314274529872	1
cisCRP	met-d-Total_L	Total lipids in lipoprotein particles || id:met-d-Total_L	cisCRP	Inverse variance weighted	4	-0.02651144964012547	0.01544246999575301	0.08601788517487825	1
cisCRP	met-d-Total_P	Total concentration of lipoprotein particles || id:met-d-Total_P	cisCRP	Inverse variance weighted	4	-0.03297299721255491	0.014774231822281674	0.02562878123314625	1
cisCRP	met-d-Total_PL	Total phospholipids in lipoprotein particles || id:met-d-Total_PL	cisCRP	Inverse variance weighted	4	-0.03365412173284696	0.014947153674610157	0.02435132529180895	1
cisCRP	met-d-Total_TG	Total triglycerides || id:met-d-Total_TG	cisCRP	Inverse variance weighted	4	0.031963840689754525	0.015193842718123015	0.035401443324557136	1
cisCRP	met-d-Tyr	Tyrosine || id:met-d-Tyr	cisCRP	Inverse variance weighted	4	0.038973107433731315	0.01568856114395747	0.012985253391781868	1
cisCRP	met-d-Unsaturation	Degree of unsaturation || id:met-d-Unsaturation	cisCRP	Inverse variance weighted	4	-0.021223032849479347	0.014937372951759249	0.15537465062635547	1
cisCRP	met-d-Val	Valine || id:met-d-Val	cisCRP	Inverse variance weighted	4	0.0328924271610886	0.015277674457413216	0.031320766856867306	1
cisCRP	met-d-VLDL_C	VLDL cholesterol || id:met-d-VLDL_C	cisCRP	Inverse variance weighted	4	-0.011054187811100936	0.0156730907580734	0.48062527146573286	1
cisCRP	met-d-VLDL_CE	Cholesteryl esters in VLDL || id:met-d-VLDL_CE	cisCRP	Inverse variance weighted	4	-0.0198747996714865	0.01569959446467212	0.2055333086243162	1
cisCRP	met-d-VLDL_FC	Free cholesterol in VLDL || id:met-d-VLDL_FC	cisCRP	Inverse variance weighted	4	8.074277958607125e-4	0.015578624112862559	0.9586647798320566	1
cisCRP	met-d-VLDL_L	Total lipids in VLDL || id:met-d-VLDL_L	cisCRP	Inverse variance weighted	4	0.014834012930755898	0.015389769720164518	0.3351021271837619	1
cisCRP	met-d-VLDL_P	Concentration of VLDL particles || id:met-d-VLDL_P	cisCRP	Inverse variance weighted	4	-4.536317017409083e-4	0.015609179000663557	0.9768152579856311	1
cisCRP	met-d-VLDL_PL	Phospholipids in VLDL || id:met-d-VLDL_PL	cisCRP	Inverse variance weighted	4	0.007603046850235263	0.015503841472750005	0.6238525654682248	1
cisCRP	met-d-VLDL_size	Average diameter for VLDL particles || id:met-d-VLDL_size	cisCRP	Inverse variance weighted	4	0.03847201572395156	0.014632904107168025	0.008560004175857837	1
cisCRP	met-d-VLDL_TG	Triglycerides in VLDL || id:met-d-VLDL_TG	cisCRP	Inverse variance weighted	4	0.030073739791584533	0.015105201677276015	0.046486104132695674	1
cisCRP	met-d-XL_HDL_C	Cholesterol in very large HDL || id:met-d-XL_HDL_C	cisCRP	Inverse variance weighted	4	-0.04563278927779176	0.014151051522579122	0.0012610805576826198	0.4489446785350127
cisCRP	met-d-XL_HDL_C_pct	Cholesterol to total lipids ratio in very large HDL || id:met-d-XL_HDL_C_pct	cisCRP	Inverse variance weighted	4	0.00608119216146587	0.014995329707350045	0.6850813009171685	1
cisCRP	met-d-XL_HDL_CE	Cholesteryl esters in very large HDL || id:met-d-XL_HDL_CE	cisCRP	Inverse variance weighted	4	-0.04598350099128699	0.014054287470328039	0.001068467708226468	0.38892224579443435
cisCRP	met-d-XL_HDL_CE_pct	Cholesteryl esters to total lipids ratio in very large HDL || id:met-d-XL_HDL_CE_pct	cisCRP	Inverse variance weighted	4	-0.02783067636935979	0.01800414616652441	0.12215465866136693	1
cisCRP	met-d-XL_HDL_FC	Free cholesterol in very large HDL || id:met-d-XL_HDL_FC	cisCRP	Inverse variance weighted	4	-0.04339045808016013	0.014620644298501828	0.002999854818632435	0.985746328700668
cisCRP	met-d-XL_HDL_FC_pct	Free cholesterol to total lipids ratio in very large HDL || id:met-d-XL_HDL_FC_pct	cisCRP	Inverse variance weighted	4	0.03675182778869011	0.013911268910186268	0.008244857946734978	1
cisCRP	met-d-XL_HDL_L	Total lipids in very large HDL || id:met-d-XL_HDL_L	cisCRP	Inverse variance weighted	4	-0.04340002522741884	0.014103671738439658	0.0020894478457770707	0.7166806111015352
cisCRP	met-d-XL_HDL_P	Concentration of very large HDL particles || id:met-d-XL_HDL_P	cisCRP	Inverse variance weighted	4	-0.04412508350140449	0.014122720819357384	0.001781657308732386	0.618235086130138
cisCRP	met-d-XL_HDL_PL	Phospholipids in very large HDL || id:met-d-XL_HDL_PL	cisCRP	Inverse variance weighted	4	-0.04127144867983695	0.014108719630131442	0.003441861383642581	1
cisCRP	met-d-XL_HDL_PL_pct	Phospholipids to total lipids ratio in very large HDL || id:met-d-XL_HDL_PL_pct	cisCRP	Inverse variance weighted	4	-0.026713470103408257	0.014416807928604789	0.06389105824671347	1
cisCRP	met-d-XL_HDL_TG	Triglycerides in very large HDL || id:met-d-XL_HDL_TG	cisCRP	Inverse variance weighted	4	0.0070555639898700045	0.015421577793119066	0.647302748662407	1
cisCRP	met-d-XL_HDL_TG_pct	Triglycerides to total lipids ratio in very large HDL || id:met-d-XL_HDL_TG_pct	cisCRP	Inverse variance weighted	4	0.04468653069546632	0.01479032717985451	0.0025166289748001637	0.8405540775832546
cisCRP	met-d-XL_VLDL_C	Cholesterol in very large VLDL || id:met-d-XL_VLDL_C	cisCRP	Inverse variance weighted	4	0.0148486651905465	0.015330531674560608	0.3327606850882289	1
cisCRP	met-d-XL_VLDL_C_pct	Cholesterol to total lipids ratio in very large VLDL || id:met-d-XL_VLDL_C_pct	cisCRP	Inverse variance weighted	4	-0.05266358421669443	0.01504587285139565	4.6490688149780743e-4	0.1822434975471405
cisCRP	met-d-XL_VLDL_CE	Cholesteryl esters in very large VLDL || id:met-d-XL_VLDL_CE	cisCRP	Inverse variance weighted	4	0.007717101520944129	0.015448847356952176	0.6174088477463895	1
cisCRP	met-d-XL_VLDL_CE_pct	Cholesteryl esters to total lipids ratio in very large VLDL || id:met-d-XL_VLDL_CE_pct	cisCRP	Inverse variance weighted	4	-0.05224351826723498	0.01505314754089737	5.192886660439109e-4	0.20096471375899352
cisCRP	met-d-XL_VLDL_FC	Free cholesterol in very large VLDL || id:met-d-XL_VLDL_FC	cisCRP	Inverse variance weighted	4	0.021666518057069536	0.015204175445298755	0.154146401553654	1
cisCRP	met-d-XL_VLDL_FC_pct	Free cholesterol to total lipids ratio in very large VLDL || id:met-d-XL_VLDL_FC_pct	cisCRP	Inverse variance weighted	4	-0.045090533873664414	0.015216556998500443	0.003044045866049625	0.9954029981982273
cisCRP	met-d-XL_VLDL_L	Total lipids in very large VLDL || id:met-d-XL_VLDL_L	cisCRP	Inverse variance weighted	4	0.02700647579680092	0.015103362825204294	0.07375824445634759	1
cisCRP	met-d-XL_VLDL_P	Concentration of very large VLDL particles || id:met-d-XL_VLDL_P	cisCRP	Inverse variance weighted	4	0.030259652155552277	0.015087109381241772	0.04489225007465086	1
cisCRP	met-d-XL_VLDL_PL	Phospholipids in very large VLDL || id:met-d-XL_VLDL_PL	cisCRP	Inverse variance weighted	4	0.024875329426883946	0.015148239805840926	0.10056374414288803	1
cisCRP	met-d-XL_VLDL_PL_pct	Phospholipids to total lipids ratio in very large VLDL || id:met-d-XL_VLDL_PL_pct	cisCRP	Inverse variance weighted	4	-0.018002198531849162	0.015724642914601704	0.2522754860429424	1
cisCRP	met-d-XL_VLDL_TG	Triglycerides in very large VLDL || id:met-d-XL_VLDL_TG	cisCRP	Inverse variance weighted	4	0.03186851049825483	0.015014098550949626	0.03378970369498751	1
cisCRP	met-d-XL_VLDL_TG_pct	Triglycerides to total lipids ratio in very large VLDL || id:met-d-XL_VLDL_TG_pct	cisCRP	Inverse variance weighted	4	0.05167880903963461	0.015212032795552811	6.807115620363046e-4	0.25458612420157795
cisCRP	met-d-XS_VLDL_C	Cholesterol in very small VLDL || id:met-d-XS_VLDL_C	cisCRP	Inverse variance weighted	4	-0.04083771213123463	0.015233667537444609	0.0073456537843848806	1
cisCRP	met-d-XS_VLDL_C_pct	Cholesterol to total lipids ratio in very small VLDL || id:met-d-XS_VLDL_C_pct	cisCRP	Inverse variance weighted	4	-0.06857427930762615	0.014870561120066158	3.999435702974494e-6	0.0018277421162593438
cisCRP	met-d-XS_VLDL_CE	Cholesteryl esters in very small VLDL || id:met-d-XS_VLDL_CE	cisCRP	Inverse variance weighted	4	-0.045930065903734156	0.015144360021406674	0.0024228282860747044	0.8189159606932501
cisCRP	met-d-XS_VLDL_CE_pct	Cholesteryl esters to total lipids ratio in very small VLDL || id:met-d-XS_VLDL_CE_pct	cisCRP	Inverse variance weighted	4	-0.06889189310283646	0.014793399726509995	3.2095254801518925e-6	0.0014731721953897188
cisCRP	met-d-XS_VLDL_FC	Free cholesterol in very small VLDL || id:met-d-XS_VLDL_FC	cisCRP	Inverse variance weighted	4	-0.02630096335811744	0.015422443735230752	0.08812555478019868	1
cisCRP	met-d-XS_VLDL_FC_pct	Free cholesterol to total lipids ratio in very small VLDL || id:met-d-XS_VLDL_FC_pct	cisCRP	Inverse variance weighted	4	-0.04846699647671226	0.015584980286920562	0.0018718052305816484	0.6457728045506687
cisCRP	met-d-XS_VLDL_L	Total lipids in very small VLDL || id:met-d-XS_VLDL_L	cisCRP	Inverse variance weighted	4	-0.020981236706039904	0.015427976506140301	0.17384656626561792	1
cisCRP	met-d-XS_VLDL_P	Concentration of very small VLDL particles || id:met-d-XS_VLDL_P	cisCRP	Inverse variance weighted	4	-0.023412835336124465	0.015486698286194828	0.13058401218429538	1
cisCRP	met-d-XS_VLDL_PL	Phospholipids in very small VLDL || id:met-d-XS_VLDL_PL	cisCRP	Inverse variance weighted	4	-0.015962154720298372	0.015475796017188724	0.30234059867473745	1
cisCRP	met-d-XS_VLDL_PL_pct	Phospholipids to total lipids ratio in very small VLDL || id:met-d-XS_VLDL_PL_pct	cisCRP	Inverse variance weighted	4	0.038889942973165156	0.015321525803546676	0.011140670399586295	1
cisCRP	met-d-XS_VLDL_TG	Triglycerides in very small VLDL || id:met-d-XS_VLDL_TG	cisCRP	Inverse variance weighted	4	0.031308969597091535	0.015455855537391523	0.04279525120091377	1
cisCRP	met-d-XS_VLDL_TG_pct	Triglycerides to total lipids ratio in very small VLDL || id:met-d-XS_VLDL_TG_pct	cisCRP	Inverse variance weighted	4	0.0705865429195494	0.014906755746648601	2.1883389625884714e-6	0.0010132009396784623
cisCRP	met-d-XXL_VLDL_C	Cholesterol in chylomicrons and extremely large VLDL || id:met-d-XXL_VLDL_C	cisCRP	Inverse variance weighted	4	0.023921534044010675	0.015129688252020702	0.11385541728624847	1
cisCRP	met-d-XXL_VLDL_C_pct	Cholesterol to total lipids ratio in chylomicrons and extremely large VLDL || id:met-d-XXL_VLDL_C_pct	cisCRP	Inverse variance weighted	4	-0.020229154914993	0.015747712237018582	0.19894000760822642	1
cisCRP	met-d-XXL_VLDL_CE	Cholesteryl esters in chylomicrons and extremely large VLDL || id:met-d-XXL_VLDL_CE	cisCRP	Inverse variance weighted	4	0.0199851608581498	0.015161030348863447	0.18743911931030316	1
cisCRP	met-d-XXL_VLDL_CE_pct	Cholesteryl esters to total lipids ratio in chylomicrons and extremely large VLDL || id:met-d-XXL_VLDL_CE_pct	cisCRP	Inverse variance weighted	4	-0.027060355965972668	0.015833347972242715	0.08743732938359054	1
cisCRP	met-d-XXL_VLDL_FC	Free cholesterol in chylomicrons and extremely large VLDL || id:met-d-XXL_VLDL_FC	cisCRP	Inverse variance weighted	4	0.02807953772448158	0.015124355112702333	0.0633712844953699	1
cisCRP	met-d-XXL_VLDL_FC_pct	Free cholesterol to total lipids ratio in chylomicrons and extremely large VLDL || id:met-d-XXL_VLDL_FC_pct	cisCRP	Inverse variance weighted	4	-0.012595906058332178	0.015647069534744096	0.4208191235322511	1
cisCRP	met-d-XXL_VLDL_L	Total lipids in chylomicrons and extremely large VLDL || id:met-d-XXL_VLDL_L	cisCRP	Inverse variance weighted	4	0.02260561327052386	0.015122385492255306	0.13495505561634502	1
cisCRP	met-d-XXL_VLDL_P	Concentration of chylomicrons and extremely large VLDL particles || id:met-d-XXL_VLDL_P	cisCRP	Inverse variance weighted	4	0.02619269624390105	0.015100377755836452	0.082816597941346	1
cisCRP	met-d-XXL_VLDL_PL	Phospholipids in chylomicrons and extremely large VLDL || id:met-d-XXL_VLDL_PL	cisCRP	Inverse variance weighted	4	0.02910434614109257	0.015067165585266648	0.053403902598043236	1
cisCRP	met-d-XXL_VLDL_PL_pct	Phospholipids to total lipids ratio in chylomicrons and extremely large VLDL || id:met-d-XXL_VLDL_PL_pct	cisCRP	Inverse variance weighted	4	0.032123192222558244	0.015811725739295266	0.04219358865936618	1
cisCRP	met-d-XXL_VLDL_TG	Triglycerides in chylomicrons and extremely large VLDL || id:met-d-XXL_VLDL_TG	cisCRP	Inverse variance weighted	4	0.02142050955427484	0.015152297870046828	0.15745570377434706	1
cisCRP	met-d-XXL_VLDL_TG_pct	Triglycerides to total lipids ratio in chylomicrons and extremely large VLDL || id:met-d-XXL_VLDL_TG_pct	cisCRP	Inverse variance weighted	4	0.007761964622149469	0.015849701498479873	0.6243298681408886	1
cisIL6R	met-d-Acetate	Acetate || id:met-d-Acetate	cisIL6R	Inverse variance weighted	26	0.07912541122139853	0.026115506363094388	0.002446955649313572	0.8245480833166519
cisIL6R	met-d-Acetoacetate	Acetoacetate || id:met-d-Acetoacetate	cisIL6R	Inverse variance weighted	26	-0.0186837376267235	0.025924510642715278	0.47109547007204766	1
cisIL6R	met-d-Acetone	Acetone || id:met-d-Acetone	cisIL6R	Inverse variance weighted	26	0.015273515863857777	0.025950825268371714	0.5561591070490501	1
